market;firm;product;price;quantity;quantity_0;x;v;J;T;T_pre;T_post
1;1;1;2.90954951293044;285.115319546674;1690.52929905766;1.31472368639318;0.0195801404078251;20;300;150;150
1;1;2;2.87606385364355;251.022158824453;1690.52929905766;1.40579193707562;0.0195801404078251;20;300;150;150
1;1;3;2.93685323808551;237.07234923358;1690.52929905766;0.626986816293506;0.0195801404078251;20;300;150;150
1;1;4;2.91467713668648;244.152948964448;1690.52929905766;1.41337585613902;0.0195801404078251;20;300;150;150
1;1;5;3.03199070609885;486.121947973;1690.52929905766;1.13235924622541;0.0195801404078251;20;300;150;150
1;2;6;3.02542391433696;94.6060455862202;1690.52929905766;0.59754040499941;0.0195801404078251;20;300;150;150
1;2;7;2.9690121195152;434.43380856355;1690.52929905766;0.778498218867048;0.0195801404078251;20;300;150;150
1;2;8;3.01231840480929;293.951791365396;1690.52929905766;1.04688151920498;0.0195801404078251;20;300;150;150
1;2;9;3.04550331486831;656.031204874907;1690.52929905766;1.4575068354343;0.0195801404078251;20;300;150;150
1;2;10;2.95906478635937;390.806513028641;1690.52929905766;1.46488853519928;0.0195801404078251;20;300;150;150
1;3;11;2.92285961938313;221.620834582318;1690.52929905766;0.907613081677548;0.0195801404078251;20;300;150;150
1;3;12;3.03162641145213;723.396059359595;1690.52929905766;1.72059278176062;0.0195801404078251;20;300;150;150
1;3;13;3.01197047662309;939.146015861601;1690.52929905766;1.70716694824295;0.0195801404078251;20;300;150;150
1;4;14;3.08977019536533;293.585114483781;1690.52929905766;1.23537564872284;0.0195801404078251;20;300;150;150
1;4;15;3.10501326793238;527.594383968403;1690.52929905766;1.5502804688888;0.0195801404078251;20;300;150;150
1;4;16;3.09806678455664;143.682716981193;1690.52929905766;0.891886338627215;0.0195801404078251;20;300;150;150
1;4;17;3.13175000259504;443.424144756637;1690.52929905766;1.17176128262627;0.0195801404078251;20;300;150;150
1;4;18;3.12983712787506;525.208537458093;1690.52929905766;1.66573552518907;0.0195801404078251;20;300;150;150
1;4;19;3.13593765590785;672.286910988311;1690.52929905766;1.54220732955955;0.0195801404078251;20;300;150;150
1;4;20;3.11709400068019;446.211894541539;1690.52929905766;1.7094924263929;0.0195801404078251;20;300;150;150
2;1;1;2.8825431347546;492.505358701602;1979.71526087855;1.15574069915659;-4.05059628412717e-05;20;300;150;150
2;1;2;3.00369253643954;108.157159253674;1979.71526087855;0.53571167857419;-4.05059628412717e-05;20;300;150;150
2;1;3;2.96347119557643;256.298102130575;1979.71526087855;1.34912930586878;-4.05059628412717e-05;20;300;150;150
2;1;4;3.0984700561313;756.351333046784;1979.71526087855;1.43399324775755;-4.05059628412717e-05;20;300;150;150
2;1;5;3.05174800231476;507.272388991877;1979.71526087855;1.17873515485777;-4.05059628412717e-05;20;300;150;150
2;2;6;2.86799130743983;365.892000562611;1979.71526087855;1.25774013057833;-4.05059628412717e-05;20;300;150;150
2;2;7;2.97321616660567;342.202086595079;1979.71526087855;1.24313246812492;-4.05059628412717e-05;20;300;150;150
2;2;8;2.90870555783672;238.05107530505;1979.71526087855;0.892227019534168;-4.05059628412717e-05;20;300;150;150
2;2;9;2.90169637737016;609.093728540437;1979.71526087855;1.15547789017756;-4.05059628412717e-05;20;300;150;150
2;2;10;2.91739274291937;193.917900663371;1979.71526087855;0.671186687811562;-4.05059628412717e-05;20;300;150;150
2;3;11;2.92267592436143;733.225468112871;1979.71526087855;1.45604608801961;-4.05059628412717e-05;20;300;150;150
2;3;12;2.87209974330078;243.837661068333;1979.71526087855;0.781832846377421;-4.05059628412717e-05;20;300;150;150
2;3;13;2.81454306041336;254.015183891833;1979.71526087855;1.02692298496089;-4.05059628412717e-05;20;300;150;150
2;4;14;3.14384171710135;393.259895070752;1979.71526087855;0.796171390631154;-4.05059628412717e-05;20;300;150;150
2;4;15;3.19747151239593;461.694267626559;1979.71526087855;0.847131781235848;-4.05059628412717e-05;20;300;150;150
2;4;16;3.1454743093753;687.592447617599;1979.71526087855;1.57345782832729;-4.05059628412717e-05;20;300;150;150
2;4;17;3.19263616418573;382.658123885249;1979.71526087855;1.44482862297582;-4.05059628412717e-05;20;300;150;150
2;4;18;3.17633649365634;246.887571054614;1979.71526087855;1.06709948006086;-4.05059628412717e-05;20;300;150;150
2;4;19;3.12613693238446;530.550706493596;1979.71526087855;1.70022204883835;-4.05059628412717e-05;20;300;150;150
2;4;20;3.1804640325008;216.822280508984;1979.71526087855;0.784446080502909;-4.05059628412717e-05;20;300;150;150
3;1;1;2.94343343109599;143.695156720811;1990.7655654557;0.938744359656398;0.418099305895655;20;300;150;150
3;1;2;2.96031114491554;338.680797959341;1990.7655654557;0.881558457093008;0.418099305895655;20;300;150;150
3;1;3;3.03523812968002;377.091438812876;1990.7655654557;1.265516788149;0.418099305895655;20;300;150;150
3;1;4;3.1086311410311;490.138113981921;1990.7655654557;1.29519990113706;0.418099305895655;20;300;150;150
3;1;5;3.08946517975135;264.808312157402;1990.7655654557;0.686872604554379;0.418099305895655;20;300;150;150
3;2;6;2.98076415206918;431.689577581944;1990.7655654557;0.989764395788231;0.418099305895655;20;300;150;150
3;2;7;3.14339540178448;264.681126078203;1990.7655654557;0.945586200710899;0.418099305895655;20;300;150;150
3;2;8;3.0917884724172;376.239675625396;1990.7655654557;1.14631301011126;0.418099305895655;20;300;150;150
3;2;9;3.09480126728527;369.420159941741;1990.7655654557;1.20936483085807;0.418099305895655;20;300;150;150
3;2;10;2.95441764783443;203.621664518094;1990.7655654557;1.25468668198236;0.418099305895655;20;300;150;150
3;3;11;2.99528288811939;388.000630314599;1990.7655654557;1.02602507699858;0.418099305895655;20;300;150;150
3;3;12;3.02577325808779;739.970001288322;1990.7655654557;1.42970267685367;0.418099305895655;20;300;150;150
3;3;13;3.14138468955748;1048.58281478178;1990.7655654557;1.40509800397384;0.418099305895655;20;300;150;150
3;4;14;3.17139917677774;523.306077495715;1990.7655654557;0.912611735194631;0.418099305895655;20;300;150;150
3;4;15;3.25794111771224;305.656671897447;1990.7655654557;0.868997681558377;0.418099305895655;20;300;150;150
3;4;16;3.28341055168819;441.776144421159;1990.7655654557;1.24836405198214;0.418099305895655;20;300;150;150
3;4;17;3.05376691871883;360.349938288885;1990.7655654557;1.70974395851608;0.418099305895655;20;300;150;150
3;4;18;3.0915153712094;371.634620330311;1990.7655654557;1.09038572666613;0.418099305895655;20;300;150;150
3;4;19;3.25715723366733;401.632843109325;1990.7655654557;1.33526775097978;0.418099305895655;20;300;150;150
3;4;20;3.08389585349848;168.258669239029;1990.7655654557;0.973811939491137;0.418099305895655;20;300;150;150
4;1;1;3.17308824953547;665.354665023387;1933.109616641;1.25126705930565;0.517205115537093;20;300;150;150
4;1;2;3.12734008580812;258.54797855506;1933.109616641;0.755095115459269;0.517205115537093;20;300;150;150
4;1;3;3.11541947834498;173.432276627459;1933.109616641;1.00595705166514;0.517205115537093;20;300;150;150
4;1;4;3.04580317513132;515.99129431641;1933.109616641;1.19907672265669;0.517205115537093;20;300;150;150
4;1;5;3.1325068230552;727.781356345366;1933.109616641;1.3909032525358;0.517205115537093;20;300;150;150
4;2;6;3.15415265444741;782.793005107679;1933.109616641;1.45929142520544;0.517205115537093;20;300;150;150
